obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c297,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1980-2013,Fayetteville,North Carolina,"35.054450560319076, -78.87268161060926",N,natural,N,natal,settlement,reproductive success,N,contrast,YA,F,2389,non-disperser,disperser,247,2142,20.64777328,70.96171802,percent breeding,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.1 page 63,"considered floaters and unrelated helpers to be dispersers; combined study sites (e.g., group 1 n: MCBCL female natal helper 985*0.10=99 + estimated SH female 4832*0.02=97 + MCBCL female natal breeder 985*0.003=3 + estimated SH female 4832*0.01=48"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c298,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,attaining breeder position,N,contrast,YA,M,63,non-disperser,disperser,19,44,100,100,percent breeding,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay juvenile inherit"" to ""depart breeder"" as these categories are the most direct comparisons to each other"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c299,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,attaining breeder position,N,contrast,YA,M,113,non-disperser,disperser,98,15,53,38,percent breeding,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay helper inherit"" to ""depart helper"" as these categories are the most direct comparisons to each other"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c298,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,number of years breeding,N,contrast,YA,M,63,non-disperser,disperser,19,44,5.9,4,mean years,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay juvenile inherit"" to ""depart breeder"" as these categories are the most direct comparisons to each other"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c299,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,number of years breeding,N,contrast,YA,M,113,non-disperser,disperser,98,15,4.1,3.7,mean years,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay helper inherit"" to ""depart helper"" as these categories are the most direct comparisons to each other"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c298,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,number of fledglings,N,contrast,YA,M,63,non-disperser,disperser,19,44,8.3,4.6,mean number of fledglings,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay juvenile inherit"" to ""depart breeder"" as these categories are the most direct comparisons to each other"
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c299,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1986-2013,Camp Lejeune,North Carolina,"34.584153380083556, -77.3591489054298",N,natural,N,natal,settlement,number of fledglings,N,contrast,YA,M,113,non-disperser,disperser,98,15,3.5,1.4,mean number of fledglings,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.3 page 70,"compared ""stay helper inherit"" to ""depart helper"" as these categories are the most direct comparisons to each other"
SLPB,ARM,Veenstra & Byrne 1999,"Does dispersal affect the reproductive physiology of the sweet potato whitefly, Bemisia tabaci?",,10.1046/j.1365-3032.1999.00115.x,Physiological Entomology,p137,c300,s105,sweet potato whitefly,Bemisia tabaci,Bemisia tabaci,Insecta,1996,Maricopa,Arizona,"33.465494071238574, -112.0796516225336",Y,semi-natural,N,B,prospection,eggs per individual,N,contrast,A,F,24.5,non-disperser,disperser,12.25,12.25,4.768341,3.87834,mean n of eggs per individual,SD,1.867274,2.312748,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 74,treatment: immediately frozen on dry ice; Table 1 page 73 had n; divided total sample size by 4; converted SE to SD
SLPB,ARM,Veenstra & Byrne 1999,"Does dispersal affect the reproductive physiology of the sweet potato whitefly, Bemisia tabaci?",,10.1046/j.1365-3032.1999.00115.x,Physiological Entomology,p137,c301,s105,sweet potato whitefly,Bemisia tabaci,Bemisia tabaci,Insecta,1996,Maricopa,Arizona,"33.465494071238574, -112.0796516225336",Y,semi-natural,N,B,prospection,eggs per individual,N,contrast,A,F,24.5,non-disperser,disperser,12.25,12.25,5.916215,5.477035,mean n of eggs per individual,SD,1.755464,2.345085,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 74,treatment: contained for 8h with no host then frozen; Table 1 page 73 had n; divided total sample size by 4; converted SE to SD
ARM,NA,Récapet et al. 2017,Food availability modulates differences in parental effort between dispersing and philopatric birds,,10.1093/beheco/arx017,Behavioural Ecology,p138,c304,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2014,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,N,B,settlement,fledging probablity,N,contrast,YA,F,83,non-disperser,disperser,55,28,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,1.53,positive = disperser did better than non-disperser,1,0.047,0.047,SE,0.77,table 3 page 694,inferred F n (figure 2 page 693 gives overall n and figure 4 page 695 gives M n) 
ARM,NA,Récapet et al. 2017,Food availability modulates differences in parental effort between dispersing and philopatric birds,,10.1093/beheco/arx017,Behavioural Ecology,p138,c305,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2014,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,N,B,settlement,fledging probablity,N,contrast,YA,M,77,non-disperser,disperser,63,14,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,14.52,positive = disperser did better than non-disperser,1,0.014,0.014,SE,5.91,table 3 page 694,sample size in figure 4 page 695
ARM,ML,Germain et al. 2017b,Natal dispersers pay a lifetime cost to increased reproductive effort in a wild bird population,,10.1098/rspb.2016.2445,proceedings of the Royal Society B: Biological Sciences,p139,c306,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1980-2005,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,natural,N,natal,settlement,number of recruits,N,contrast,YA,B,210,non-disperser,disperser,60,150,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,0.07,positive = disperser did better than non-disperser,1,0.329,0.329,SE,0.07,table A2 appendix S4,sample size in figure 1a page 5; grey points; only included control plots
ARM,ML,Germain et al. 2017b,Natal dispersers pay a lifetime cost to increased reproductive effort in a wild bird population,,10.1098/rspb.2016.2445,proceedings of the Royal Society B: Biological Sciences,p139,c306,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1980-2005,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,natural,N,natal,settlement,survival to following year,N,contrast,YA,B,245,non-disperser,disperser,70,175,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,0.18,positive = disperser did better than non-disperser,1,0.156,0.156,SE,0.13,table A2 appendix S4,sample size in figure 1c page 5; grey points; only included control plots
ARM,SLPB,Germain et al. 2017a,Lower settlement following a forced displacement experiment: nonbreeding as a dispersal cost in a wild bird?,,10.1016/j.anbehav.2017.09.001,Animal Behaviour,p140,c307,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1989-2013,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,C,B,prospection,successfully settling,N,contrast,JYA,B,456,non-disperser,disperser,212,244,0.686469,0.5144155,mean probability of settling,SD,0.3408686,0.3885525,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 115,"immigrant vs nondisperser; emailed on October 16, 2023; emailed again Oct 30, 2023; emailed again Dec 5, 2023; CI reported in figure"
ARM,SLPB,Germain et al. 2017a,Lower settlement following a forced displacement experiment: nonbreeding as a dispersal cost in a wild bird?,,10.1016/j.anbehav.2017.09.001,Animal Behaviour,p140,c308,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1989-2013,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,C,B,prospection,successfully settling,N,contrast,JYA,B,344,non-disperser,disperser,212,132,0.686469,0.6648281,mean probability of settling,SD,0.3408686,0.2873766,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 115,"disperser vs nondisperser; emailed on October 16, 2023; emailed again Oct 30, 2023; emailed again Dec 5, 2023; CI reported in figure"
ARM,SLPB,Germain et al. 2017a,Lower settlement following a forced displacement experiment: nonbreeding as a dispersal cost in a wild bird?,,10.1016/j.anbehav.2017.09.001,Animal Behaviour,p140,c309,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1989-2013,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,C,B,prospection,number of fledglings among successful nests,N,contrast,YA,B,403.2653061,non-disperser,disperser,187.4829932,215.7823129,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,0.16,positive = disperser did better than non-disperser,NA,NA,NA,SE,0.18,table 2 page 114,"immigrant vs nondisperser; had to estimate n for each group; so as to maintain approximately the same proportions in each group as presented in figure 1  page 115, we took the known n for this variable (520) and divided it by the overall n (588) and then multiplied it by the original n for the group; emailed on October 16, 2023; emailed again Oct 30, 2023; emailed again Dec 5, 2023"
ARM,SLPB,Germain et al. 2017a,Lower settlement following a forced displacement experiment: nonbreeding as a dispersal cost in a wild bird?,,10.1016/j.anbehav.2017.09.001,Animal Behaviour,p140,c310,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,1989-2013,Gotland,Sweden,"57.798223409540626, 18.464010822302743",Y,semi-natural,C,B,prospection,number of fledglings among successful nests,N,contrast,YA,B,304.2176871,non-disperser,disperser,187.4829932,116.7346939,NA,NA,NA,NA,NA,NA,estimate_method1,1,linear model,glmm,estimate,-0.02,negative = non-disperser did better than disperser,NA,NA,NA,SE,0.14,table 2 page 114,"disperser vs nondisperser; had to estimate n for each group; so as to maintain approximately the same proportions in each group as presented in figure 1  page 115, we took the known n for this variable (520) and divided it by the overall n (588) and then multiplied it by the original n for the group; emailed on October 16, 2023; emailed again Oct 30, 2023; emailed again Dec 5, 2023"
SLPB,ARM,Keppie 2004,Autumn dispersal and winter residency do not confer reproductive advantages on female Spruce Grouse,,10.1650/7451,The Condor,p141,c311,s023,spruce grouse,Falcipennis canadensis,Falcipennis canadensis,Aves,1970-1988,Sultan,Ontario,"47.594488694215016, -82.75596782021357",Y,natural,C,natal,settlement,n of juveniles alive in late summer per individual,N,contrast,Y,F,81,non-disperser,disperser,18,63,0.9,0.7,mean number of offspring,SD,1.3,1.3,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 901,
SLPB,ARM,Keppie 2004,Autumn dispersal and winter residency do not confer reproductive advantages on female Spruce Grouse,,10.1650/7451,The Condor,p141,c312,s023,spruce grouse,Falcipennis canadensis,Falcipennis canadensis,Aves,1970-1988,Sultan,Ontario,"47.594488694215016, -82.75596782021357",Y,natural,C,natal,settlement,n of juveniles alive in late summer per individual,N,contrast,Y,F,107,non-disperser,disperser,18,89,0.9,1.1,mean number of offspring,SD,1.3,1.5,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 901,
SLPB,ARM,Keppie 2004,Autumn dispersal and winter residency do not confer reproductive advantages on female Spruce Grouse,,10.1650/7452,The Condor,p141,c313,s023,spruce grouse,Falcipennis canadensis,Falcipennis canadensis,Aves,1970-1988,Sultan,Ontario,"47.594488694215016, -82.75596782021357",Y,natural,C,natal,settlement,percentage of females known to nest successfully,N,contrast,Y,F,96,non-disperser,disperser,22,74,77,68,percent success,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 901,
SLPB,ARM,Keppie 2004,Autumn dispersal and winter residency do not confer reproductive advantages on female Spruce Grouse,,10.1650/7453,The Condor,p141,c314,s023,spruce grouse,Falcipennis canadensis,Falcipennis canadensis,Aves,1970-1988,Sultan,Ontario,"47.594488694215016, -82.75596782021357",Y,natural,C,natal,settlement,percentage of females known to nest successfully,N,contrast,Y,F,123,non-disperser,disperser,22,101,77,69,percent success,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 901,
ARM,NA,Terraube et al. 2015,Mechanisms and reproductive consequences of breeding dispersal in a specialist predator under temporally varying food conditions,,10.1111/oik.01974,Oikos: Advancing Ecology,p142,c315,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,1985-2011,Lapua,Finland,"62.97185325441397, 23.0020972672071",Y,natural,N,breeding,settlement,clutch size,N,gradient,A,F,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t_method2,1,linear model,glmm,t or z value,0.5005036,positive = disperser did better than non-disperser,214,0.6167206,0.6167206,NA,NA,raw data,"emailed for data Oct 2, 2023; emailed again Oct 30, 2023; authors sent output Dec 3, 2023"
ARM,NA,Terraube et al. 2015,Mechanisms and reproductive consequences of breeding dispersal in a specialist predator under temporally varying food conditions,,10.1111/oik.01974,Oikos: Advancing Ecology,p142,c315,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,1985-2011,Lapua,Finland,"62.97185325441397, 23.0020972672071",Y,natural,N,breeding,settlement,number of fledglings,N,gradient,A,F,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t_method2,1,linear model,glmm,t or z value,2.126838,positive = disperser did better than non-disperser,214,0.0334335218,0.0334335218,NA,NA,raw data,"emailed for data Oct 2, 2023; emailed again Oct 30, 2023; authors sent output Dec 3, 2023"
ARM,NA,Terraube et al. 2015,Mechanisms and reproductive consequences of breeding dispersal in a specialist predator under temporally varying food conditions,,10.1111/oik.01974,Oikos: Advancing Ecology,p142,c316,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,1985-2011,Lapua,Finland,"62.97185325441397, 23.0020972672071",Y,natural,N,breeding,settlement,clutch size,N,gradient,A,M,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t_method2,1,linear model,glmm,t or z value,1.447615,positive = disperser did better than non-disperser,372,0.1477248,0.1477248,NA,NA,raw data,"emailed for data Oct 2, 2023; emailed again Oct 30, 2023; authors sent output Dec 3, 2023"
ARM,NA,Terraube et al. 2015,Mechanisms and reproductive consequences of breeding dispersal in a specialist predator under temporally varying food conditions,,10.1111/oik.01974,Oikos: Advancing Ecology,p142,c316,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,1985-2011,Lapua,Finland,"62.97185325441397, 23.0020972672071",Y,natural,N,breeding,settlement,number of fledglings,N,gradient,A,M,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t_method2,1,linear model,glmm,t or z value,1.4839305,positive = disperser did better than non-disperser,372,0.1378274,0.1378274,NA,NA,raw data,"emailed for data Oct 2, 2023; emailed again Oct 30, 2023; authors sent output Dec 3, 2023"
ARM,SN,Nelson-Flower et al. 2018,"Individual dispersal delays in a cooperative breeder: Ecological constraints, the benefits of philopatry and the social queue for dominance",,10.1111/1365-2656.12814,Journal of Animal Ecology,p143,c317,s074,southern pied babbler,Turdoides bicolor,Turdoides bicolor,Aves,2003-2014,Kuruman,South Africa,"-27.447321497970083, 23.435236846779254",Y,natural,E,B,prospection,survival,N,contrast,JYA,B,108,non-disperser,disperser,70,38,0.795933,0.4562014,survival rate,SD,0.2047201,0.5085788,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 9,natal head S vs non-natal head S; sample sizes estimated from text on page 6; CI reported in figure
ARM,SN,Nelson-Flower et al. 2018,"Individual dispersal delays in a cooperative breeder: Ecological constraints, the benefits of philopatry and the social queue for dominance",,10.1111/1365-2656.12814,Journal of Animal Ecology,p143,c318,s074,southern pied babbler,Turdoides bicolor,Turdoides bicolor,Aves,2003-2014,Kuruman,South Africa,"-27.447321497970083, 23.435236846779254",Y,natural,E,B,prospection,survival,N,contrast,JYA,B,97,non-disperser,disperser,59,38,0.6904145,0.4562014,survival rate,SD,0.1796057,0.5085788,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 9,natal end S vs non-natal head S; sample sizes estimated from text on page 6; CI reported in figure
